condition,pct,seed,dataset,layer,n_ablated_per_layer,freq_auroc,freq_auroc_std,freq_accuracy
random,10.0,2,emotion,4,204,0.9243856332703213,0.033879118060067846,0.8434782608695652
random,10.0,2,emotion,5,204,0.9172022684310018,0.03320581476377541,0.8434782608695652
random,25.0,0,emotion,0,512,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,25.0,0,emotion,1,512,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,25.0,0,emotion,2,512,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,25.0,0,emotion,3,512,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,25.0,0,emotion,4,512,0.9395085066162572,0.02411967925555626,0.8782608695652174
random,25.0,0,emotion,5,512,0.9103969754253308,0.01628783306505707,0.8173913043478261
random,25.0,1,emotion,0,512,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,25.0,1,emotion,1,512,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,25.0,1,emotion,2,512,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,25.0,1,emotion,3,512,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,25.0,1,emotion,4,512,0.9444234404536862,0.021407013484902933,0.8608695652173912
random,25.0,1,emotion,5,512,0.9330812854442344,0.012459173575262042,0.8391304347826087
random,25.0,2,emotion,0,512,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,25.0,2,emotion,1,512,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,25.0,2,emotion,2,512,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,25.0,2,emotion,3,512,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,25.0,2,emotion,4,512,0.9308128544423442,0.023689149637535784,0.8521739130434781
random,25.0,2,emotion,5,512,0.9232514177693762,0.022290212435514073,0.8391304347826087
random,50.0,0,emotion,0,1024,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,50.0,0,emotion,1,1024,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,50.0,0,emotion,2,1024,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,50.0,0,emotion,3,1024,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,50.0,0,emotion,4,1024,0.9425330812854442,0.02079738758332712,0.8739130434782607
random,50.0,0,emotion,5,1024,0.9383742911153119,0.01799717237869477,0.8391304347826087
random,50.0,1,emotion,0,1024,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,50.0,1,emotion,1,1024,0.9372400756143667,0.025625350779327864,0.8652173913043478
