condition,pct,seed,dataset,layer,n_ablated_per_layer,freq_auroc,freq_auroc_std,freq_accuracy
circuit,10.0,0,emotion,19,1638,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit,10.0,0,emotion,20,1638,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit,10.0,0,emotion,21,1638,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit,10.0,0,emotion,22,1638,0.9565217391304348,0.010626441831799753,0.8608695652173914
circuit,10.0,0,emotion,23,1638,0.9516068052930058,0.01257337553747895,0.8608695652173914
circuit,10.0,0,emotion,24,1638,0.9451795841209829,0.013151249248337306,0.8565217391304347
circuit,10.0,0,emotion,25,1638,0.9357277882797732,0.00926083078556967,0.8478260869565217
circuit,10.0,0,emotion,26,1638,0.9262759924385634,0.008866570434448807,0.8304347826086957
circuit,10.0,0,emotion,27,1638,0.9228733459357279,0.00881807469919896,0.8217391304347827
circuit,10.0,0,emotion,28,1638,0.9194706994328923,0.007523534496080305,0.8130434782608695
circuit,10.0,0,emotion,29,1638,0.9172022684310018,0.00944423137754013,0.808695652173913
circuit,10.0,0,emotion,30,1638,0.9160680529300567,0.009609274122600295,0.8130434782608695
circuit,10.0,0,emotion,31,1638,0.9149338374291116,0.010491067618534317,0.8173913043478261
circuit,25.0,0,emotion,0,4096,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit,25.0,0,emotion,1,4096,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit,25.0,0,emotion,2,4096,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit,25.0,0,emotion,3,4096,0.9561436672967863,0.01261876693253585,0.9
circuit,25.0,0,emotion,4,4096,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit,25.0,0,emotion,5,4096,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit,25.0,0,emotion,6,4096,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit,25.0,0,emotion,7,4096,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit,25.0,0,emotion,8,4096,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit,25.0,0,emotion,9,4096,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit,25.0,0,emotion,10,4096,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit,25.0,0,emotion,11,4096,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit,25.0,0,emotion,12,4096,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit,25.0,0,emotion,13,4096,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit,25.0,0,emotion,14,4096,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit,25.0,0,emotion,15,4096,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit,25.0,0,emotion,16,4096,0.9640831758034027,0.0066566415355988505,0.8869565217391304
circuit,25.0,0,emotion,17,4096,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit,25.0,0,emotion,18,4096,0.9644612476370511,0.007504511622411804,0.882608695652174
circuit,25.0,0,emotion,19,4096,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit,25.0,0,emotion,20,4096,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit,25.0,0,emotion,21,4096,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit,25.0,0,emotion,22,4096,0.9568998109640832,0.009057957316227515,0.8652173913043478
circuit,25.0,0,emotion,23,4096,0.9553875236294896,0.011125851772825828,0.8608695652173914
circuit,25.0,0,emotion,24,4096,0.9516068052930056,0.013819029778825757,0.8652173913043478
circuit,25.0,0,emotion,25,4096,0.9444234404536861,0.013870651287594835,0.8608695652173912
circuit,25.0,0,emotion,26,4096,0.9379962192816634,0.011677463297905895,0.8521739130434783
circuit,25.0,0,emotion,27,4096,0.9372400756143666,0.010518281847443144,0.8521739130434783
circuit,25.0,0,emotion,28,4096,0.9334593572778829,0.012787549735567323,0.8565217391304347
circuit,25.0,0,emotion,29,4096,0.9311909262759924,0.011253592488572592,0.8391304347826086
circuit,25.0,0,emotion,30,4096,0.9300567107750473,0.010144731844989591,0.8478260869565217
circuit,25.0,0,emotion,31,4096,0.9308128544423442,0.014961330009383262,0.8478260869565217
circuit,50.0,0,emotion,0,8192,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit,50.0,0,emotion,1,8192,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit,50.0,0,emotion,2,8192,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit,50.0,0,emotion,3,8192,0.9561436672967863,0.01261876693253585,0.9
circuit,50.0,0,emotion,4,8192,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit,50.0,0,emotion,5,8192,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit,50.0,0,emotion,6,8192,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit,50.0,0,emotion,7,8192,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit,50.0,0,emotion,8,8192,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit,50.0,0,emotion,9,8192,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit,50.0,0,emotion,10,8192,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit,50.0,0,emotion,11,8192,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit,50.0,0,emotion,12,8192,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit,50.0,0,emotion,13,8192,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit,50.0,0,emotion,14,8192,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit,50.0,0,emotion,15,8192,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit,50.0,0,emotion,16,8192,0.9640831758034027,0.0066566415355988505,0.8869565217391304
circuit,50.0,0,emotion,17,8192,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit,50.0,0,emotion,18,8192,0.9644612476370511,0.007504511622411804,0.882608695652174
circuit,50.0,0,emotion,19,8192,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit,50.0,0,emotion,20,8192,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit,50.0,0,emotion,21,8192,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit,50.0,0,emotion,22,8192,0.9557655954631381,0.010463782611038214,0.8652173913043478
circuit,50.0,0,emotion,23,8192,0.9550094517958412,0.011554409671029194,0.8652173913043478
circuit,50.0,0,emotion,24,8192,0.951984877126654,0.01285444234404535,0.8652173913043478
circuit,50.0,0,emotion,25,8192,0.948960302457467,0.012932046409442058,0.8652173913043478
circuit,50.0,0,emotion,26,8192,0.9478260869565217,0.011991494538490518,0.8652173913043478
circuit,50.0,0,emotion,27,8192,0.947069943289225,0.014593768669655043,0.8695652173913043
circuit,50.0,0,emotion,28,8192,0.9448015122873346,0.01149238877396645,0.8565217391304347
circuit,50.0,0,emotion,29,8192,0.947069943289225,0.012765174303314981,0.8521739130434783
circuit,50.0,0,emotion,30,8192,0.9459357277882798,0.010599505307278753,0.8521739130434781
circuit,50.0,0,emotion,31,8192,0.9474480151228732,0.009742229661039806,0.8565217391304347
circuit_pos,5.0,0,emotion,0,819,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit_pos,5.0,0,emotion,1,819,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit_pos,5.0,0,emotion,2,819,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit_pos,5.0,0,emotion,3,819,0.9561436672967863,0.01261876693253585,0.9
circuit_pos,5.0,0,emotion,4,819,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit_pos,5.0,0,emotion,5,819,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit_pos,5.0,0,emotion,6,819,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit_pos,5.0,0,emotion,7,819,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit_pos,5.0,0,emotion,8,819,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit_pos,5.0,0,emotion,9,819,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit_pos,5.0,0,emotion,10,819,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit_pos,5.0,0,emotion,11,819,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit_pos,5.0,0,emotion,12,819,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit_pos,5.0,0,emotion,13,819,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit_pos,5.0,0,emotion,14,819,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit_pos,5.0,0,emotion,15,819,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit_pos,5.0,0,emotion,16,819,0.9640831758034027,0.0066566415355988505,0.8869565217391304
