condition,layer,n_ablated,ablate_layers,dataset,frequency_auroc,frequency_auroc_std,frequency_accuracy,semantic_auroc,semantic_auroc_std,semantic_accuracy,cosine_dist,euclidean_dist
clean,5,0,"4,5",legal,0.6390532544378699,0.055885060133101044,0.6230769230769231,,,,0.0002773913836934261,3.0247802734375
affinity_5pct,0,204,"4,5",legal,0.7810650887573963,0.048361696430065174,0.7461538461538461,,,,0.050395430007308395,1.9848979711532593
affinity_5pct,1,204,"4,5",legal,0.821301775147929,0.01994354975899735,0.7461538461538462,,,,0.032519445335442154,2.1681652069091797
affinity_5pct,2,204,"4,5",legal,0.8248520710059172,0.04041034574902689,0.8,,,,0.040556137430960204,2.9263134002685547
affinity_5pct,3,204,"4,5",legal,0.81301775147929,0.04341760077596245,0.7307692307692308,,,,0.01368156216957006,2.432150363922119
affinity_5pct,4,204,"4,5",legal,0.7775147928994084,0.03210570406213145,0.7230769230769232,,,,0.010581572152802088,1.7242692708969116
affinity_5pct,5,204,"4,5",legal,0.647337278106509,0.05443786982248524,0.6076923076923076,,,,0.00026690004783191945,2.7341201305389404
coverage_5pct,0,204,"4,5",legal,0.7810650887573963,0.048361696430065174,0.7461538461538461,,,,0.050395430007308395,1.9848979711532593
coverage_5pct,1,204,"4,5",legal,0.821301775147929,0.01994354975899735,0.7461538461538462,,,,0.032519445335442154,2.1681652069091797
coverage_5pct,2,204,"4,5",legal,0.8248520710059172,0.04041034574902689,0.8,,,,0.040556137430960204,2.9263134002685547
coverage_5pct,3,204,"4,5",legal,0.81301775147929,0.04341760077596245,0.7307692307692308,,,,0.01368156216957006,2.432150363922119
coverage_5pct,4,204,"4,5",legal,0.8224852071005918,0.044908085114817205,0.6846153846153846,,,,0.008870959986815197,1.9254857301712036
coverage_5pct,5,204,"4,5",legal,0.7739644970414201,0.03458376141113006,0.7076923076923076,,,,0.0011859723479556994,2.029176950454712
mass_5pct,0,204,"4,5",legal,0.7810650887573963,0.048361696430065174,0.7461538461538461,,,,0.050395430007308395,1.9848979711532593
mass_5pct,1,204,"4,5",legal,0.821301775147929,0.01994354975899735,0.7461538461538462,,,,0.032519445335442154,2.1681652069091797
mass_5pct,2,204,"4,5",legal,0.8248520710059172,0.04041034574902689,0.8,,,,0.040556137430960204,2.9263134002685547
mass_5pct,3,204,"4,5",legal,0.81301775147929,0.04341760077596245,0.7307692307692308,,,,0.01368156216957006,2.432150363922119
mass_5pct,4,204,"4,5",legal,0.8059171597633137,0.04528077270937041,0.6846153846153846,,,,0.009556487928404134,1.89299738407135
mass_5pct,5,204,"4,5",legal,0.7775147928994082,0.029132623964712865,0.6846153846153846,,,,0.0011159111751226636,2.0938146114349365
random_5pct_seed0,0,204,"4,5",legal,0.7810650887573963,0.048361696430065174,0.7461538461538461,,,,0.050395430007308395,1.9848979711532593
random_5pct_seed0,1,204,"4,5",legal,0.821301775147929,0.01994354975899735,0.7461538461538462,,,,0.032519445335442154,2.1681652069091797
random_5pct_seed0,2,204,"4,5",legal,0.8248520710059172,0.04041034574902689,0.8,,,,0.040556137430960204,2.9263134002685547
random_5pct_seed0,3,204,"4,5",legal,0.81301775147929,0.04341760077596245,0.7307692307692308,,,,0.01368156216957006,2.432150363922119
